Player,Squad,Season,Nation,Pos,Age,Goals,Assists,npxG,xA,Shots,Shot_Dist,SoT_p90,Pass_Cmp_Pct,Prg_Pass_Dist_p90,Long_Pass_Cmp_Pct,Touches_p90,Dribbles_Succ_p90,Prg_Carry_Dist_p90,Tackles,Interceptions,Blocks_p90,SCA,GCA_p90,Minutes,Goals_p90,Assists_p90,npxG_p90,xA_p90,Shots_p90,Tackles_p90,Interceptions_p90,SCA_p90,General_Position,x,y,z,Cluster_ID,Role_Probability,Role_Name
Anthony Briançon,Nîmes,2020,FRA,DF,24.0,1.0,0.0,1.4,0.1,17.0,18.5,0.155440414507772,84.2,301.7616580310881,76.8,55.64766839378239,0.2590673575129533,92.07253886010362,32.0,30.0,2.0725388601036268,9.0,0.0,1737.0,0.0518134715025906,0.0,0.0725388601036269,0.005181347150259,0.8808290155440415,1.6580310880829017,1.5544041450777202,0.466321243523316,Defender,5.824642,4.893167,3.1706984,4,0.9543725361956198,Commanding Center Back
Pablo Martinez,Nîmes,2020,FRA,DF,30.0,2.0,1.0,0.9,0.6,12.0,16.5,0.1154339461308251,80.6,287.04574604531854,58.5,51.56049593843523,0.2308678922616502,123.5912783240701,42.0,37.0,1.6930312099187688,14.0,0.1154339461308251,2339.0,0.0769559640872167,0.0384779820436083,0.0346301838392475,0.023086789226165,0.4617357845233005,1.6160752458315522,1.42368533561351,0.5386917486105173,Defender,5.065975,6.248852,4.16622,1,0.9908822169311282,Stopper / No-Nonsense CB
Florian Miguel,Nîmes,2020,FRA,DF,22.0,1.0,0.0,1.3,0.9,17.0,19.0,0.0875486381322957,74.1,266.23540856031127,43.9,54.23638132295719,0.5690661478599222,88.51167315175097,53.0,27.0,1.4007782101167314,30.0,0.0875486381322957,2056.0,0.0437743190661478,0.0,0.0569066147859922,0.039396887159533,0.7441634241245136,2.3200389105058363,1.1819066147859922,1.3132295719844358,Defender,1.1761295,5.155626,3.3145432,2,0.8261092067293435,Conservative Defender
Gaëtan Paquiez,Nîmes,2020,FRA,DF,25.0,0.0,0.0,0.2,0.3,5.0,22.2,0.0,71.1,270.7058823529412,45.4,57.17647058823529,0.6470588235294117,66.23529411764706,52.0,18.0,1.8823529411764703,11.0,0.0588235294117647,1530.0,0.0,0.0,0.0117647058823529,0.0176470588235294,0.2941176470588235,3.0588235294117645,1.0588235294117647,0.6470588235294117,Defender,1.2475622,4.6093607,2.863836,2,0.9957320883854606,Conservative Defender
Max Aarons,Norwich City,2020,ENG,DF,19.0,0.0,1.0,0.5,3.4,14.0,17.8,0.1111111111111111,78.1,189.8333333333333,44.8,59.25,1.3611111111111112,121.7777777777778,64.0,20.0,2.7777777777777777,55.0,0.0833333333333333,3240.0,0.0,0.0277777777777777,0.0138888888888888,0.0944444444444444,0.3888888888888888,1.7777777777777777,0.5555555555555556,1.5277777777777777,Defender,2.210997,2.907419,3.6214828,2,0.9999999976178692,Conservative Defender
Sam Byram,Norwich City,2020,ENG,DF,25.0,0.0,0.0,1.2,0.5,16.0,11.3,0.1392111368909512,81.9,234.91879350348023,52.0,70.51044083526682,0.3480278422273782,67.37819025522042,46.0,20.0,3.480278422273782,20.0,0.0,1293.0,0.0,0.0,0.0835266821345707,0.0348027842227378,1.1136890951276102,3.2018561484918795,1.3921113689095128,1.3921113689095128,Defender,2.88136,4.1524944,3.1251035,2,0.9997897158349004,Conservative Defender
Ben Godfrey,Norwich City,2020,ENG,DF,21.0,0.0,0.0,0.8,0.1,15.0,17.0,0.170196671709531,88.0,292.6701966717095,70.7,64.91301059001513,0.2382753403933434,127.47730711043872,34.0,17.0,1.5998487140695916,11.0,0.0340393343419062,2644.0,0.0,0.0,0.0272314674735249,0.0034039334341906,0.510590015128593,1.1573373676248109,0.5786686838124054,0.3744326777609682,Defender,7.026808,3.3050883,1.9428818,0,0.9994730207254297,Ball Playing Defender
Grant Hanley,Norwich City,2020,SCO,DF,27.0,0.0,0.0,0.5,0.0,7.0,9.3,0.1426307448494453,84.2,227.4247226624406,66.9,59.26307448494454,0.1426307448494453,72.09984152139461,27.0,17.0,2.4247226624405704,2.0,0.0,1262.0,0.0,0.0,0.0356576862123613,0.0,0.4992076069730586,1.925515055467512,1.2123613312202852,0.1426307448494453,Defender,3.5959234,3.6178198,3.361098,2,0.99785152317395,Conservative Defender
Jamal Lewis,Norwich City,2020,NIR,DF,21.0,1.0,0.0,0.4,1.0,9.0,22.6,0.15625,79.3,247.734375,48.9,62.4609375,1.4453124999999998,135.078125,56.0,20.0,2.1484375,32.0,0.0390625,2304.0,0.0390625,0.0,0.015625,0.0390625,0.3515625,2.1875,0.78125,1.25,Defender,2.1313903,3.4102526,3.0044804,2,0.9999999131470484,Conservative Defender
Christoph Zimmermann,Norwich City,2020,GER,DF,26.0,0.0,1.0,0.3,0.1,6.0,14.7,0.0629370629370629,80.8,237.46153846153845,57.6,51.98601398601399,0.2517482517482518,118.76223776223776,31.0,9.0,2.076923076923077,4.0,0.0,1430.0,0.0,0.0629370629370629,0.0188811188811188,0.0062937062937062,0.3776223776223776,1.9510489510489508,0.5664335664335665,0.2517482517482518,Defender,3.0096357,2.656737,3.2264261,2,0.9999980480448176,Conservative Defender
Pervis Estupiñán,Osasuna,2020,ECU,DF,21.0,1.0,5.0,1.2,3.5,18.0,18.1,0.0906344410876132,72.5,317.94561933534743,45.9,68.1570996978852,1.9033232628398795,149.93957703927492,87.0,44.0,1.7522658610271904,76.0,0.3021148036253776,2979.0,0.0302114803625377,0.1510574018126888,0.0362537764350453,0.1057401812688821,0.5438066465256798,2.6283987915407856,1.3293051359516617,2.29607250755287,Defender,1.3542975,4.887273,3.2088225,2,0.9671221296248544,Conservative Defender
David García,Osasuna,2020,ESP,DF,25.0,0.0,0.0,1.2,0.3,19.0,10.3,0.1611170784103115,74.2,255.9828141783029,58.3,49.62406015037594,0.0644468313641246,51.33190118152524,39.0,17.0,1.4822771213748658,17.0,0.0644468313641246,2793.0,0.0,0.0,0.0386680988184747,0.0096670247046186,0.6122448979591837,1.2567132116004298,0.547798066595059,0.547798066595059,Defender,7.60497,2.8091593,2.3156168,0,0.9999987251125396,Ball Playing Defender
Aridane Hernández,Osasuna,2020,EQG,DF,30.0,3.0,0.0,1.6,0.2,14.0,9.4,0.1379310344827586,79.7,182.24137931034485,68.4,44.3448275862069,0.1034482758620689,36.75862068965517,42.0,22.0,1.1724137931034482,10.0,0.0,2610.0,0.1034482758620689,0.0,0.0551724137931034,0.0068965517241379,0.4827586206896551,1.4482758620689655,0.7586206896551724,0.3448275862068965,Defender,7.609638,2.980815,2.3656354,0,0.9999985805984456,Ball Playing Defender
Facundo Roncaglia,Osasuna,2020,ARG,DF,32.0,1.0,0.0,0.0,0.2,3.0,26.7,0.1409553641346906,77.3,303.7588097102584,63.5,51.58966327329679,1.0571652310101802,80.3445575567737,29.0,19.0,2.1143304620203605,10.0,0.0,1277.0,0.0704776820673453,0.0,0.0,0.014095536413469,0.211433046202036,2.043852779953015,1.3390759592795614,0.7047768206734535,Defender,3.0767405,4.2326827,3.37757,2,0.9993632176676144,Conservative Defender
Nacho Vidal,Osasuna,2020,ESP,DF,24.0,0.0,0.0,0.8,1.4,15.0,20.1,0.1543739279588336,72.3,288.06174957118355,47.4,59.51114922813037,1.042024013722127,90.65608919382504,53.0,18.0,2.277015437392796,36.0,0.0385934819897084,2332.0,0.0,0.0,0.0308747855917667,0.0540308747855917,0.5789022298456261,2.0454545454545454,0.6946826758147513,1.3893653516295026,Defender,1.5398116,3.147988,3.6201243,2,0.9999999999724416,Conservative Defender
Jamilu Collins,Paderborn 07,2020,NGA,DF,24.0,1.0,2.0,1.0,1.4,17.0,26.6,0.0337331334332833,76.1,367.4550224887557,54.4,74.01049475262369,1.5179910044977512,163.43703148425786,78.0,40.0,3.373313343328336,49.0,0.10119940029985,2668.0,0.0337331334332833,0.0674662668665667,0.0337331334332833,0.0472263868065966,0.5734632683658171,2.631184407796102,1.3493253373313343,1.652923538230885,Defender,2.6678913,4.0034404,3.4416933,2,0.9999863606485384,Conservative Defender
Mohamed Dräger,Paderborn 07,2020,TUN,DF,23.0,1.0,3.0,1.2,0.8,15.0,19.5,0.1855670103092783,77.0,260.22680412371136,72.3,64.26804123711341,1.2989690721649485,154.020618556701,37.0,15.0,2.4123711340206184,26.0,0.3092783505154639,1455.0,0.0618556701030927,0.1855670103092783,0.0742268041237113,0.0494845360824742,0.9278350515463918,2.288659793814433,0.9278350515463918,1.6082474226804122,Defender,3.2537408,3.872105,2.947538,2,0.9982444805927972,Conservative Defender
Uwe Hünemeier,Paderborn 07,2020,GER,DF,33.0,1.0,0.0,0.6,0.2,10.0,15.6,0.0744416873449131,86.9,438.0893300248139,78.3,71.91066997518611,0.1488833746898263,170.3225806451613,24.0,15.0,2.5310173697270475,14.0,0.0,1209.0,0.0744416873449131,0.0,0.0446650124069478,0.0148883374689826,0.7444168734491315,1.7866004962779156,1.1166253101736974,1.0421836228287842,Defender,4.833889,3.7067575,2.678646,3,0.9550602155186656,Progressive Defender
Laurent Jans,Paderborn 07,2020,LUX,DF,26.0,0.0,1.0,0.2,0.8,8.0,24.9,0.0,75.1,345.56333545512416,54.0,59.23615531508593,0.5155951623169955,111.4258434118396,42.0,16.0,1.7759388924252069,22.0,0.057288351368555,1571.0,0.0,0.057288351368555,0.011457670273711,0.045830681094844,0.4583068109484404,2.4061107574793126,0.9166136218968808,1.2603437301082114,Defender,1.236524,4.37812,3.0473092,2,0.999531013212038,Conservative Defender
Luca Kilian,Paderborn 07,2020,GER,DF,19.0,0.0,0.0,0.1,0.1,1.0,8.0,0.0,90.7,232.88659793814435,80.5,61.8080888183981,0.1427438540840602,112.12529738302936,38.0,8.0,2.4980174464710547,5.0,0.1427438540840602,1261.0,0.0,0.0,0.007137192704203,0.007137192704203,0.0713719270420301,2.7121332275971453,0.570975416336241,0.3568596352101506,Defender,4.99007,3.732176,2.0067859,3,0.9947810360408884,Progressive Defender
Sebastian Schonlau,Paderborn 07,2020,GER,DF,24.0,2.0,0.0,1.1,0.0,11.0,11.1,0.1739130434782608,89.8,405.4782608695653,82.2,76.52173913043478,0.391304347826087,205.0,66.0,30.0,2.347826086956521,13.0,0.0434782608695652,2070.0,0.0869565217391304,0.0,0.0478260869565217,0.0,0.4782608695652174,2.869565217391304,1.3043478260869563,0.5652173913043478,Defender,4.6888013,4.7797647,1.9703877,3,0.9923815651307892,Progressive Defender
Christian Strohdiek,Paderborn 07,2020,GER,DF,31.0,1.0,2.0,1.3,1.2,8.0,14.2,0.198092443140132,75.2,338.4079236977256,62.8,55.33382245047689,0.066030814380044,91.65077035950112,28.0,13.0,1.9809244314013208,16.0,0.132061628760088,1363.0,0.066030814380044,0.132061628760088,0.0858400586940572,0.0792369772560528,0.5282465150403521,1.8488628026412324,0.8584005869405723,1.0564930300807045,Defender,2.364048,3.057997,3.2537174,2,0.9999999306570736,Conservative Defender
Juan Bernat,Paris S-G,2020,ESP,"DF,MF",26.0,0.0,4.0,0.5,2.3,6.0,14.2,0.0648414985590778,90.1,239.7838616714697,68.0,84.48847262247838,2.07492795389049,145.76368876080693,43.0,8.0,2.010086455331412,25.0,0.3890489913544669,1388.0,0.0,0.2593659942363112,0.0324207492795389,0.1491354466858789,0.3890489913544669,2.788184438040345,0.5187319884726225,1.6210374639769454,Defender,4.8212914,3.8640583,1.8717548,3,0.9931739057637136,Progressive Defender
Abdou Diallo,Paris S-G,2020,SEN,DF,23.0,0.0,1.0,0.8,0.1,5.0,6.3,0.1498751040799334,92.9,518.8676103247294,85.6,87.60199833472106,1.273938384679434,239.72522897585347,17.0,8.0,1.6486261448792674,10.0,0.0749375520399667,1201.0,0.0,0.0749375520399667,0.0599500416319733,0.0074937552039966,0.3746877601998334,1.273938384679434,0.5995004163197336,0.7493755203996669,Defender,6.586658,3.987493,1.2205049,0,0.915287925103168,Ball Playing Defender
Presnel Kimpembe,Paris S-G,2020,FRA,DF,23.0,0.0,0.0,0.4,0.1,6.0,12.9,0.1469387755102041,94.8,434.1306122448979,88.1,90.1469387755102,0.8816326530612244,183.8938775510204,41.0,18.0,1.0285714285714285,7.0,0.0,1225.0,0.0,0.0,0.0293877551020408,0.0073469387755102,0.4408163265306122,3.012244897959184,1.3224489795918366,0.5142857142857142,Defender,5.3517632,5.3377943,1.5635967,3,0.9935424623570736,Progressive Defender
Thomas Meunier,Paris S-G,2020,BEL,DF,27.0,0.0,1.0,0.4,1.9,4.0,16.4,0.144927536231884,83.5,252.3913043478261,73.6,75.36231884057972,0.6521739130434783,143.6231884057971,28.0,11.0,2.1739130434782608,25.0,0.217391304347826,1242.0,0.0,0.072463768115942,0.0289855072463768,0.1376811594202898,0.2898550724637681,2.028985507246377,0.7971014492753623,1.8115942028985503,Defender,4.917295,3.6651294,2.0458772,3,0.992528947286018,Progressive Defender
Thiago Silva,Paris S-G,2020,BRA,DF,34.0,0.0,0.0,0.2,0.0,6.0,11.0,0.1145767027371101,95.9,569.2743475493317,91.7,95.44239338001272,0.1718650541056652,228.5805219605347,33.0,14.0,1.5467854869509867,14.0,0.1145767027371101,1571.0,0.0,0.0,0.011457670273711,0.0,0.3437301082113304,1.8905155951623167,0.8020369191597709,0.8020369191597709,Defender,6.155639,4.2496443,1.1612772,0,0.5186027064343693,Ball Playing Defender
Bruno Alves,Parma,2020,POR,DF,37.0,0.0,0.0,1.0,0.5,23.0,20.0,0.0336952452265069,83.5,343.051291651067,77.8,54.18195432422314,0.0673904904530138,102.7031074503931,23.0,15.0,1.347809809060277,15.0,0.0,2671.0,0.0,0.0,0.0336952452265069,0.0168476226132534,0.7749906402096592,0.7749906402096592,0.5054286783976039,0.5054286783976039,Defender,7.4654093,3.2773151,2.0650089,0,0.9999739668177658,Ball Playing Defender
Matteo Darmian,Parma,2020,ITA,DF,29.0,1.0,1.0,0.8,0.8,7.0,12.6,0.0670391061452514,79.4,322.4581005586592,57.1,61.273743016759774,0.4692737430167597,92.4804469273743,72.0,16.0,2.446927374301676,39.0,0.100558659217877,2685.0,0.0335195530726257,0.0335195530726257,0.0268156424581005,0.0268156424581005,0.2346368715083798,2.4134078212290504,0.5363128491620112,1.3072625698324023,Defender,2.3025997,3.2406392,2.90842,2,0.999999734099531,Conservative Defender
Kastriot Dermaku,Parma,2020,ALB,DF,27.0,0.0,0.0,0.8,0.0,3.0,12.9,0.175438596491228,85.1,210.2631578947368,75.2,43.94736842105263,0.175438596491228,84.82456140350878,9.0,7.0,2.3684210526315788,4.0,0.0,1026.0,0.0,0.0,0.0701754385964912,0.0,0.2631578947368421,0.7894736842105263,0.6140350877192982,0.3508771929824561,Defender,6.545687,2.8782706,2.8504035,0,0.9999185875096768,Ball Playing Defender
Riccardo Gagliolo,Parma,2020,SWE,DF,29.0,3.0,2.0,2.6,2.3,31.0,18.8,0.2764976958525346,75.2,335.6336405529954,58.8,58.27188940092166,0.5529953917050692,98.88248847926268,60.0,27.0,2.592165898617512,47.0,0.2419354838709677,2604.0,0.1036866359447004,0.0691244239631336,0.0898617511520737,0.0794930875576036,1.0714285714285714,2.0737327188940093,0.9331797235023042,1.6244239631336406,Defender,2.581163,3.004473,3.4285614,2,0.9999998546554691,Conservative Defender
Simone Iacoponi,Parma,2020,ITA,DF,32.0,2.0,0.0,0.9,0.3,10.0,8.5,0.058958401572224,85.2,267.02260072060267,71.0,50.17359973796266,0.2063544055027841,104.20897477890598,52.0,27.0,1.7392728463806093,13.0,0.058958401572224,3053.0,0.058958401572224,0.0,0.0265312807075008,0.0088437602358336,0.2947920078611202,1.5329184408778251,0.7959384212250247,0.3832296102194563,Defender,6.5711565,3.397544,2.230392,0,0.9969558440987764,Ball Playing Defender
Angeliño,RB Leipzig,2020,ESP,DF,22.0,1.0,2.0,0.7,2.3,5.0,12.6,0.1643835616438356,75.6,328.52054794520546,49.0,73.23287671232876,1.726027397260274,115.56164383561644,14.0,10.0,2.8767123287671232,39.0,0.410958904109589,1095.0,0.0821917808219178,0.1643835616438356,0.0575342465753424,0.1890410958904109,0.410958904109589,1.1506849315068497,0.821917808219178,3.2054794520547945,Defender,2.3960478,2.7164116,3.7260656,2,0.9999999975440268,Conservative Defender
Marcel Halstenberg,RB Leipzig,2020,GER,DF,27.0,3.0,3.0,2.3,2.9,31.0,20.6,0.3214285714285714,84.1,349.67857142857144,63.8,78.39285714285714,0.8571428571428572,149.85714285714286,50.0,28.0,2.0,62.0,0.3928571428571428,2520.0,0.1071428571428571,0.1071428571428571,0.0821428571428571,0.1035714285714285,1.1071428571428572,1.7857142857142856,1.0,2.2142857142857144,Defender,4.9815154,4.0482364,1.5858576,3,0.9975157414433286,Progressive Defender
Lukas Klostermann,RB Leipzig,2020,GER,DF,23.0,3.0,1.0,3.0,1.7,12.0,10.6,0.2043132803632236,86.1,320.56753688989784,65.2,71.33938706015891,0.5788876276958003,130.04540295119182,48.0,21.0,2.2474460839954595,37.0,0.1362088535754824,2643.0,0.1021566401816118,0.0340522133938706,0.1021566401816118,0.05788876276958,0.4086265607264472,1.6345062429057888,0.7150964812712826,1.2599318955732122,Defender,3.496524,2.735081,3.023942,2,0.9998201521335528,Conservative Defender
Nordi Mukiele,RB Leipzig,2020,FRA,DF,21.0,3.0,1.0,2.4,1.3,21.0,14.6,0.3028603477285473,77.7,349.60179472798654,67.5,79.29893438025799,0.6057206954570947,125.1318003365115,66.0,29.0,1.867638810992709,37.0,0.3028603477285473,1783.0,0.1514301738642736,0.0504767246214245,0.1211441390914189,0.0656197420078519,1.060011217049916,3.331463825014021,1.4638250140213125,1.867638810992709,Defender,2.254919,5.1691904,2.219221,2,0.9755694567925396,Conservative Defender
Dayot Upamecano,RB Leipzig,2020,FRA,DF,20.0,0.0,1.0,1.7,0.8,14.0,10.0,0.1527365294866355,89.8,514.034789987272,81.6,85.5324565125159,0.9927874416631312,247.77683495969453,56.0,29.0,1.71828595672465,29.0,0.1909206618582944,2357.0,0.0,0.0381841323716588,0.0649130250318201,0.0305473058973271,0.5345778532032245,2.138311412812898,1.1073398387781077,1.1073398387781077,Defender,5.6470995,4.623595,1.4147874,3,0.9254145083599392,Progressive Defender
Dani Carvajal,Real Madrid,2020,ESP,DF,27.0,1.0,5.0,2.7,4.3,20.0,19.4,0.295836376917458,84.6,398.0971512052593,65.8,90.0328707085464,0.9861212563915266,154.95252008765522,70.0,39.0,2.33382030679328,74.0,0.1972242512783053,2738.0,0.0328707085463842,0.1643535427319211,0.0887509130752374,0.1413440467494521,0.6574141709276845,2.300949598246896,1.2819576333089846,2.4324324324324325,Defender,4.0872097,4.631224,2.4577868,3,0.7802201317144525,Progressive Defender
Marcelo,Real Madrid,2020,BRA,DF,31.0,1.0,2.0,0.4,2.1,17.0,22.5,0.4166666666666666,82.4,393.75,62.4,84.16666666666667,0.6944444444444444,173.95833333333334,20.0,15.0,1.4583333333333333,50.0,0.4861111111111111,1296.0,0.0694444444444444,0.1388888888888889,0.0277777777777777,0.1458333333333333,1.1805555555555556,1.3888888888888888,1.0416666666666663,3.472222222222222,Defender,6.5017996,4.6485314,1.0920985,0,0.8707671469686522,Ball Playing Defender
Ferland Mendy,Real Madrid,2020,FRA,DF,24.0,1.0,3.0,0.5,2.1,7.0,21.4,0.099502487562189,85.2,251.79104477611935,66.0,74.07960199004975,2.587064676616916,136.318407960199,31.0,17.0,1.890547263681592,42.0,0.3482587064676617,1809.0,0.0497512437810945,0.1492537313432836,0.0248756218905472,0.1044776119402985,0.3482587064676617,1.5422885572139302,0.845771144278607,2.08955223880597,Defender,5.789241,3.5922825,1.982762,3,0.6459744047645611,Progressive Defender
Éder Militão,Real Madrid,2020,BRA,DF,21.0,0.0,0.0,0.1,0.0,3.0,11.8,0.0880626223091976,87.7,299.5009784735812,76.0,70.71428571428571,0.0880626223091976,114.74559686888452,23.0,14.0,1.2328767123287672,4.0,0.0,1022.0,0.0,0.0,0.0088062622309197,0.0,0.2641878669275929,2.0254403131115457,1.2328767123287672,0.3522504892367906,Defender,5.5736985,5.2954125,1.5153579,3,0.9754719072178272,Progressive Defender
Sergio Ramos,Real Madrid,2020,ESP,DF,33.0,11.0,0.0,5.7,0.3,35.0,14.2,0.328576169930302,91.6,459.498838367076,85.5,72.52572187188848,0.328576169930302,121.96150016594756,60.0,31.0,1.1649518752074344,20.0,0.0597411218055094,3013.0,0.328576169930302,0.0,0.1702621971457019,0.0089611682708264,1.0454696315964156,1.7922336541652837,0.9259873879853966,0.5974112180550946,Defender,6.6465034,4.451647,1.179283,0,0.9270497196190456,Ball Playing Defender
Raphaël Varane,Real Madrid,2020,FRA,DF,26.0,3.0,1.0,0.7,0.5,10.0,11.8,0.0956768249468462,88.7,320.0070871722183,76.4,62.15804394046775,0.3189227498228207,111.27214741318215,33.0,14.0,1.8178596739900776,11.0,0.031892274982282,2822.0,0.0956768249468462,0.031892274982282,0.0223245924875974,0.015946137491141,0.3189227498228207,1.0524450744153084,0.4464918497519489,0.3508150248051028,Defender,6.83039,3.3102798,2.0330398,0,0.9988409362558386,Ball Playing Defender
Aritz Elustondo,Real Sociedad,2020,ESP,DF,25.0,0.0,1.0,0.7,0.2,8.0,9.5,0.0596026490066225,85.8,277.33112582781456,71.5,68.24503311258277,0.119205298013245,143.10596026490066,31.0,14.0,1.6688741721854303,10.0,0.1788079470198675,1510.0,0.0,0.0596026490066225,0.0417218543046357,0.0119205298013245,0.4768211920529801,1.847682119205298,0.8344370860927153,0.5960264900662252,Defender,5.941474,3.9503767,1.4555093,3,0.7116017656163681,Progressive Defender
Robin Le Normand,Real Sociedad,2020,FRA,DF,22.0,1.0,0.0,0.9,0.3,12.0,10.4,0.075187969924812,89.4,302.96992481203006,76.3,73.08270676691728,0.0,163.53383458646618,46.0,14.0,0.8270676691729323,11.0,0.037593984962406,2394.0,0.037593984962406,0.0,0.0338345864661654,0.0112781954887218,0.4511278195488721,1.7293233082706765,0.5263157894736842,0.4135338345864661,Defender,7.456127,3.5783596,1.3621207,0,0.9991792470225184,Ball Playing Defender
Diego Llorente,Real Sociedad,2020,ESP,DF,25.0,1.0,1.0,1.0,0.2,10.0,13.0,0.1547056295659647,88.2,296.99613235926086,72.5,71.24194241512677,0.2320584443489471,187.1164589600344,32.0,19.0,1.1602922217447358,14.0,0.0773528147829823,2327.0,0.0386764073914911,0.0386764073914911,0.0386764073914911,0.0077352814782982,0.3867640739149119,1.237645036527718,0.7348517404383326,0.5414697034808766,Defender,7.289037,3.800339,1.2230544,0,0.9964456826492276,Ball Playing Defender
Nacho Monreal,Real Sociedad,2020,ESP,DF,33.0,2.0,0.0,2.3,1.1,16.0,12.0,0.1882845188284518,82.3,279.26359832635984,47.9,61.75732217573222,0.3765690376569037,78.89121338912133,40.0,23.0,2.1841004184100417,28.0,0.0376569037656903,2390.0,0.0753138075313807,0.0,0.0866108786610878,0.0414225941422594,0.602510460251046,1.506276150627615,0.8661087866108786,1.0543933054393306,Defender,2.3426347,2.5106347,3.7435114,2,0.9999999994614486,Conservative Defender
Joseba Zaldúa,Real Sociedad,2020,ESP,DF,27.0,0.0,2.0,0.2,1.6,8.0,25.0,0.0707269155206286,78.7,295.32023575638505,47.7,67.36738703339881,0.6011787819253438,97.07269155206286,62.0,17.0,1.9803536345776032,31.0,0.2829076620825147,2545.0,0.0,0.0707269155206286,0.0070726915520628,0.0565815324165029,0.2829076620825147,2.192534381139489,0.6011787819253438,1.0962671905697443,Defender,1.4682012,3.3153045,3.165198,2,0.9999999998437216,Conservative Defender
Yunis Abdelhamid,Reims,2020,MAR,DF,31.0,3.0,0.0,1.3,0.1,19.0,14.2,0.1785714285714285,87.7,322.7857142857143,75.8,66.28571428571429,0.75,143.92857142857144,61.0,24.0,1.5357142857142856,16.0,0.0357142857142857,2520.0,0.1071428571428571,0.0,0.0464285714285714,0.0035714285714285,0.6785714285714286,2.178571428571429,0.8571428571428572,0.5714285714285714,Defender,5.690753,4.1559935,1.2898895,3,0.9363948675330236,Progressive Defender
Axel Disasi,Reims,2020,FRA,DF,21.0,1.0,0.0,2.2,0.5,15.0,10.4,0.074074074074074,85.8,324.6296296296296,71.3,63.5925925925926,0.3703703703703704,170.07407407407408,34.0,11.0,1.6296296296296295,17.0,0.037037037037037,2430.0,0.037037037037037,0.0,0.0814814814814814,0.0185185185185185,0.5555555555555556,1.2592592592592593,0.4074074074074074,0.6296296296296297,Defender,6.7983727,3.4946032,1.5674777,0,0.9892701112130255,Ball Playing Defender
Thomas Foket,Reims,2020,BEL,DF,24.0,0.0,1.0,0.5,1.5,8.0,18.6,0.037037037037037,80.6,238.03703703703704,62.1,57.7037037037037,0.5555555555555556,127.70370370370372,55.0,23.0,1.3703703703703705,44.0,0.1111111111111111,2430.0,0.0,0.037037037037037,0.0185185185185185,0.0555555555555555,0.2962962962962963,2.037037037037037,0.8518518518518519,1.6296296296296295,Defender,5.376187,5.0890026,1.2269077,3,0.9814995698615852,Progressive Defender
Hassane Kamara,Reims,2020,CIV,"DF,FW",25.0,2.0,0.0,1.5,0.5,28.0,22.1,0.3686366296079579,80.7,256.9923932124049,56.8,74.99122293739028,1.73785839672323,174.0491515506144,66.0,30.0,2.106495026331188,25.0,0.0526623756582797,1709.0,0.1053247513165594,0.0,0.0789935634874195,0.0263311878291398,1.4745465184318316,3.47571679344646,1.5798712697483908,1.3165593914569924,Defender,2.250174,5.1732917,2.266482,2,0.9717389003240632,Conservative Defender
Ghislain Konan,Reims,2020,CIV,DF,23.0,0.0,1.0,0.0,1.0,2.0,28.6,0.0,79.3,362.3630907726932,54.5,75.41635408852214,2.633158289572393,157.0442610652663,41.0,26.0,1.485371342835709,31.0,0.1350337584396099,1333.0,0.0,0.0675168792198049,0.0,0.0675168792198049,0.1350337584396099,2.7681920480120032,1.7554388597149289,2.0930232558139537,Defender,3.32766,6.385108,2.803793,1,0.9338418936638444,Stopper / No-Nonsense CB
Damien Da Silva,Rennes,2020,FRA,DF,31.0,1.0,2.0,0.5,0.9,6.0,13.2,0.1203208556149732,87.5,276.61764705882354,71.9,60.7620320855615,0.4010695187165775,104.27807486631016,31.0,20.0,1.5240641711229943,13.0,0.0802139037433155,2244.0,0.0401069518716577,0.0802139037433155,0.0200534759358288,0.0360962566844919,0.2406417112299465,1.2433155080213905,0.8021390374331551,0.5213903743315508,Defender,7.209479,3.4350867,2.1232312,0,0.9998854081785064,Ball Playing Defender
Joris Gnagnon,Rennes,2020,FRA,DF,22.0,0.0,1.0,0.6,0.7,7.0,10.6,0.0704225352112676,92.1,227.04225352112675,80.4,55.352112676056336,0.0704225352112676,125.91549295774648,22.0,5.0,1.971830985915493,5.0,0.0704225352112676,1278.0,0.0,0.0704225352112676,0.0422535211267605,0.0492957746478873,0.4929577464788732,1.5492957746478873,0.352112676056338,0.352112676056338,Defender,6.31087,3.4301934,2.2497363,0,0.9835865889304848,Ball Playing Defender
Faitout Maouassa,Rennes,2020,FRA,DF,21.0,3.0,1.0,0.5,1.0,12.0,24.8,0.3494176372712146,76.3,261.0648918469218,47.4,64.09317803660566,1.3976705490848589,130.13311148086524,59.0,15.0,1.8968386023294508,27.0,0.0998336106489184,1803.0,0.1497504159733777,0.0499168053244592,0.0249584026622296,0.0499168053244592,0.5990016638935108,2.945091514143095,0.7487520798668885,1.3477537437603997,Defender,1.656897,4.41544,2.4008117,2,0.9996383566783495,Conservative Defender
